LogFilename: 2020-03-08-17:14:08_monitoringLog
JSonLogFilename: 2020-03-08-17:14:08_monitoringLog
vector_extension	format	bitwidth	countValues	repetition	runtime:µs	runtime compr [µs]	size used [byte]	size compr [byte]	runtime decompr [µs]	runtime agg [µs]	check
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	43	134217728	4	923135	359497	721420288	721420288	468489	64628	1
scalar<v64<uint64_t>>	uncompr_f	44	134217728	4	105204	0	1073741824	0	0	104014	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	44	134217728	4	962990	394637	738459648	738459648	470958	66136	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	44	134217728	4	934914	378948	738197504	738197504	460288	64545	1
scalar<v64<uint64_t>>	uncompr_f	45	134217728	4	105128	0	1073741824	0	0	103928	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	45	134217728	4	957231	395627	755236864	755236864	462339	67436	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	45	134217728	4	945537	385049	754974720	754974720	461313	67280	1
scalar<v64<uint64_t>>	uncompr_f	46	134217728	4	105246	0	1073741824	0	0	104025	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	46	134217728	4	992020	411197	772014080	772014080	476791	71633	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	46	134217728	4	957025	389980	771751936	771751936	462502	72068	1
scalar<v64<uint64_t>>	uncompr_f	47	134217728	4	105241	0	1073741824	0	0	104030	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	47	134217728	4	982461	408551	788791296	788791296	470705	70203	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	47	134217728	4	980083	394673	788529152	788529152	466114	86908	1
scalar<v64<uint64_t>>	uncompr_f	48	134217728	4	105099	0	1073741824	0	0	103876	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	48	134217728	4	978020	411569	805568512	805568512	463401	69412	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	48	134217728	4	965491	398856	805306368	805306368	463801	69290	1
scalar<v64<uint64_t>>	uncompr_f	49	134217728	4	105161	0	1073741824	0	0	103941	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	49	134217728	4	1001847	421011	822345728	822345728	473604	73118	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	49	134217728	4	1005805	416802	822083584	822083584	465670	89742	1
scalar<v64<uint64_t>>	uncompr_f	50	134217728	4	114878	0	1073741824	0	0	113664	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	50	134217728	4	1022084	428167	839122944	839122944	479182	79992	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	50	134217728	4	1016160	414568	838860800	838860800	487091	79792	1
scalar<v64<uint64_t>>	uncompr_f	51	134217728	4	114820	0	1073741824	0	0	113583	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	51	134217728	4	1022105	441628	855900160	855900160	469301	75892	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	51	134217728	4	988781	410107	855638016	855638016	467524	75801	1
scalar<v64<uint64_t>>	uncompr_f	52	134217728	4	114698	0	1073741824	0	0	113455	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	52	134217728	4	1034667	440263	872677376	872677376	478713	79797	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	52	134217728	4	1027346	426512	872415232	872415232	485193	79760	1
scalar<v64<uint64_t>>	uncompr_f	53	134217728	4	105155	0	1073741824	0	0	103905	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	53	134217728	4	1047057	457802	889454592	889454592	474272	78540	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	53	134217728	4	1033740	432121	889192448	889192448	487215	78543	1
scalar<v64<uint64_t>>	uncompr_f	54	134217728	4	114634	0	1073741824	0	0	113360	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	54	134217728	4	1084701	462824	906231808	906231808	479848	88290	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	54	134217728	4	1030989	428901	905969664	905969664	477281	87797	1
scalar<v64<uint64_t>>	uncompr_f	55	134217728	4	105204	0	1073741824	0	0	103928	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	55	134217728	4	1063129	467485	923009024	923009024	476694	81322	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	55	134217728	4	1028338	435724	922746880	922746880	473708	81273	1
scalar<v64<uint64_t>>	uncompr_f	56	134217728	4	105365	0	1073741824	0	0	104090	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	56	134217728	4	1059445	465585	939786240	939786240	474565	81114	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	56	134217728	4	1061961	451538	939524096	939524096	490756	81519	1
scalar<v64<uint64_t>>	uncompr_f	57	134217728	4	105431	0	1073741824	0	0	104156	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	57	134217728	4	1082529	481283	956563456	956563456	478285	84192	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	57	134217728	4	1044952	446205	956301312	956301312	475948	84089	1
scalar<v64<uint64_t>>	uncompr_f	58	134217728	4	105143	0	1073741824	0	0	103855	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	58	134217728	4	1105459	487585	973340672	973340672	483377	95169	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	58	134217728	4	1067764	451726	973078528	973078528	481670	95110	1
scalar<v64<uint64_t>>	uncompr_f	59	134217728	4	105325	0	1073741824	0	0	104045	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	59	134217728	4	1103568	495938	990117888	990117888	480542	87110	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	59	134217728	4	1087692	466987	989855744	989855744	494101	86878	1
scalar<v64<uint64_t>>	uncompr_f	60	134217728	4	105371	0	1073741824	0	0	104065	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	60	134217728	4	1119143	501600	1006895104	1006895104	481391	95668	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	60	134217728	4	1083616	466722	1006632960	1006632960	478831	97646	1
scalar<v64<uint64_t>>	uncompr_f	61	134217728	4	105404	0	1073741824	0	0	104099	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	61	134217728	4	1125444	499270	1023672320	1023672320	495345	89757	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	61	134217728	4	1107589	479220	1023410176	1023410176	481141	89460	1
scalar<v64<uint64_t>>	uncompr_f	62	134217728	4	105537	0	1073741824	0	0	104228	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	62	134217728	4	1138324	506940	1040449536	1040449536	488307	101389	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	62	134217728	4	1120139	489688	1040187392	1040187392	486192	102581	1
scalar<v64<uint64_t>>	uncompr_f	63	134217728	4	105417	0	1073741824	0	0	104097	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	63	134217728	4	1156333	520513	1057226752	1057226752	485323	108665	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	63	134217728	4	1112508	483636	1056964608	1056964608	494014	92664	1
scalar<v64<uint64_t>>	uncompr_f	64	134217728	4	105379	0	1073741824	0	0	104060	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	64	134217728	4	1139341	523641	1074003968	1074003968	487208	85705	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	64	134217728	4	1109027	496379	1073741824	1073741824	485321	84594	1
scalar<v64<uint64_t>>	uncompr_f	1	134217728	5	115017	0	1073741824	0	0	113698	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	1	134217728	5	559041	119794	17039360	17039360	429092	7357	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	1	134217728	5	528664	90618	16777216	16777216	428833	7222	1
scalar<v64<uint64_t>>	uncompr_f	2	134217728	5	105484	0	1073741824	0	0	104146	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	2	134217728	5	560128	116099	33816576	33816576	432901	7481	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	2	134217728	5	541743	99857	33554432	33554432	430784	7449	1
scalar<v64<uint64_t>>	uncompr_f	3	134217728	5	105336	0	1073741824	0	0	104000	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	3	134217728	5	575110	123513	50593792	50593792	438756	8501	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	3	134217728	5	554117	107081	50331648	50331648	434208	8494	1
scalar<v64<uint64_t>>	uncompr_f	4	134217728	5	105372	0	1073741824	0	0	104021	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	4	134217728	5	575120	129006	67371008	67371008	432142	8930	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	4	134217728	5	557902	113329	67108864	67108864	430624	8920	1
scalar<v64<uint64_t>>	uncompr_f	5	134217728	5	105247	0	1073741824	0	0	103902	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	5	134217728	5	587957	137662	84148224	84148224	433986	10598	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	5	134217728	5	588152	120630	83886080	83886080	451587	10368	1
scalar<v64<uint64_t>>	uncompr_f	6	134217728	5	105321	0	1073741824	0	0	103908	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	6	134217728	5	601283	143443	100925440	100925440	440006	11440	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	6	134217728	5	578960	126626	100663296	100663296	434635	11330	1
scalar<v64<uint64_t>>	uncompr_f	7	134217728	5	105533	0	1073741824	0	0	104174	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	7	134217728	5	611750	151015	117702656	117702656	440832	12821	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	7	134217728	5	605079	135070	117440512	117440512	450454	12522	1
scalar<v64<uint64_t>>	uncompr_f	8	134217728	5	105285	0	1073741824	0	0	103920	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	8	134217728	5	621338	156598	134479872	134479872	443332	13670	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	8	134217728	5	603492	138119	134217728	134217728	443227	14438	1
scalar<v64<uint64_t>>	uncompr_f	9	134217728	5	114738	0	1073741824	0	0	113349	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	9	134217728	5	627375	164471	151257088	151257088	438644	15867	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	9	134217728	5	610746	148472	150994944	150994944	438333	15570	1
scalar<v64<uint64_t>>	uncompr_f	10	134217728	5	105217	0	1073741824	0	0	103825	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	10	134217728	5	639160	170949	168034304	168034304	441753	17395	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	10	134217728	5	625160	151940	167772160	167772160	447617	16582	1
scalar<v64<uint64_t>>	uncompr_f	11	134217728	5	105360	0	1073741824	0	0	103972	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	11	134217728	5	647119	177213	184811520	184811520	440475	19694	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	11	134217728	5	642537	169108	184549376	184549376	443994	19723	1
scalar<v64<uint64_t>>	uncompr_f	12	134217728	5	105548	0	1073741824	0	0	104146	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	12	134217728	5	662669	193376	201588736	201588736	438671	20233	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	12	134217728	5	643743	163321	201326592	201326592	450725	19338	1
scalar<v64<uint64_t>>	uncompr_f	13	134217728	5	105413	0	1073741824	0	0	103993	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	13	134217728	5	669384	189816	218365952	218365952	445238	23280	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	13	134217728	5	655914	182770	218103808	218103808	438927	23198	1
scalar<v64<uint64_t>>	uncompr_f	14	134217728	5	105546	0	1073741824	0	0	104143	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	14	134217728	5	671825	196212	235143168	235143168	439806	24079	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	14	134217728	5	654162	184869	234881024	234881024	435352	22240	1
scalar<v64<uint64_t>>	uncompr_f	15	134217728	5	105325	0	1073741824	0	0	103913	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	15	134217728	5	688750	211368	251920384	251920384	437530	27452	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	15	134217728	5	672101	181488	251658240	251658240	450799	27442	1
scalar<v64<uint64_t>>	uncompr_f	16	134217728	5	105432	0	1073741824	0	0	104001	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	16	134217728	5	682806	206655	268697600	268697600	436934	26134	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	16	134217728	5	671419	195402	268435456	268435456	437601	25320	1
scalar<v64<uint64_t>>	uncompr_f	17	134217728	5	105479	0	1073741824	0	0	104050	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	17	134217728	5	695641	214878	285474816	285474816	436296	30714	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	17	134217728	5	692324	194676	285212672	285212672	452405	31543	1
scalar<v64<uint64_t>>	uncompr_f	18	134217728	5	105575	0	1073741824	0	0	104140	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	18	134217728	5	702731	221206	302252032	302252032	435259	31834	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	18	134217728	5	694976	204083	301989888	301989888	448168	28376	1
scalar<v64<uint64_t>>	uncompr_f	19	134217728	5	114977	0	1073741824	0	0	113537	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	19	134217728	5	718273	227912	319029248	319029248	439942	35311	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	19	134217728	5	697295	208482	318767104	318767104	438788	34954	1
scalar<v64<uint64_t>>	uncompr_f	20	134217728	5	105514	0	1073741824	0	0	104061	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	20	134217728	5	723710	233236	335806464	335806464	440435	34286	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	20	134217728	5	693051	212042	335544320	335544320	434576	30695	1
scalar<v64<uint64_t>>	uncompr_f	21	134217728	5	114836	0	1073741824	0	0	113391	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	21	134217728	5	743216	240242	352583680	352583680	446804	39733	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	21	134217728	5	723484	219385	352321536	352321536	448313	39377	1
scalar<v64<uint64_t>>	uncompr_f	22	134217728	5	105431	0	1073741824	0	0	103981	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	22	134217728	5	740598	246336	369360896	369360896	442430	34736	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	22	134217728	5	735540	230453	369098752	369098752	453629	34405	1
scalar<v64<uint64_t>>	uncompr_f	23	134217728	5	105294	0	1073741824	0	0	103829	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	23	134217728	5	758968	253474	386138112	386138112	444232	43471	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	23	134217728	5	734987	234164	385875968	385875968	439990	43043	1
scalar<v64<uint64_t>>	uncompr_f	24	134217728	5	105541	0	1073741824	0	0	104067	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	24	134217728	5	766076	258276	402915328	402915328	448658	40698	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	24	134217728	5	742711	237290	402653184	402653184	450558	36382	1
scalar<v64<uint64_t>>	uncompr_f	25	134217728	5	114976	0	1073741824	0	0	113495	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	25	134217728	5	794187	277907	419692544	419692544	450636	46506	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	25	134217728	5	768250	243772	419430400	419430400	459293	46033	1
scalar<v64<uint64_t>>	uncompr_f	26	134217728	5	105535	0	1073741824	0	0	104056	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	26	134217728	5	778246	273758	436469760	436469760	444846	39805	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	26	134217728	5	766433	250769	436207616	436207616	455246	40598	1
scalar<v64<uint64_t>>	uncompr_f	27	134217728	5	105518	0	1073741824	0	0	104030	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	27	134217728	5	810728	283173	453246976	453246976	456944	50146	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	27	134217728	5	791184	262976	452984832	452984832	457763	49901	1
scalar<v64<uint64_t>>	uncompr_f	28	134217728	5	114915	0	1073741824	0	0	113427	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	28	134217728	5	822609	288721	470024192	470024192	463197	49569	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	28	134217728	5	773116	262462	469762048	469762048	447253	42229	1
scalar<v64<uint64_t>>	uncompr_f	29	134217728	5	105492	0	1073741824	0	0	104001	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	29	134217728	5	834187	297018	486801408	486801408	450451	65433	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	29	134217728	5	809059	271449	486539264	486539264	463081	52655	1
scalar<v64<uint64_t>>	uncompr_f	30	134217728	5	115051	0	1073741824	0	0	113533	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	30	134217728	5	812239	299089	503578624	503578624	444547	46093	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	30	134217728	5	801395	276037	503316480	503316480	454935	47887	1
scalar<v64<uint64_t>>	uncompr_f	31	134217728	5	105444	0	1073741824	0	0	103930	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	31	134217728	5	848654	309884	520355840	520355840	458240	57339	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	31	134217728	5	820920	281853	520093696	520093696	458343	57524	1
scalar<v64<uint64_t>>	uncompr_f	32	134217728	5	105895	0	1073741824	0	0	104380	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	32	134217728	5	824952	308102	537133056	537133056	447329	45685	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	32	134217728	5	806218	284228	536870912	536870912	451771	46374	1
scalar<v64<uint64_t>>	uncompr_f	33	134217728	5	105339	0	1073741824	0	0	103812	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	33	134217728	5	845720	318900	553910272	553910272	451308	51014	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	33	134217728	5	828428	296691	553648128	553648128	456623	50633	1
scalar<v64<uint64_t>>	uncompr_f	34	134217728	5	105396	0	1073741824	0	0	103864	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	34	134217728	5	859127	325285	570687488	570687488	456416	52247	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	34	134217728	5	845269	314223	570425344	570425344	450559	55244	1
scalar<v64<uint64_t>>	uncompr_f	35	134217728	5	105503	0	1073741824	0	0	103970	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	35	134217728	5	875470	336602	587464704	587464704	459346	53711	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	35	134217728	5	846096	307639	587202560	587202560	458952	53572	1
scalar<v64<uint64_t>>	uncompr_f	36	134217728	5	105460	0	1073741824	0	0	103918	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	36	134217728	5	873093	338135	604241920	604241920	454946	53520	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	36	134217728	5	869523	323168	603979776	603979776	449354	70970	1
scalar<v64<uint64_t>>	uncompr_f	37	134217728	5	105530	0	1073741824	0	0	103989	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	37	134217728	5	886050	345204	621019136	621019136	457095	56567	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	37	134217728	5	856487	322022	620756992	620756992	450891	56308	1
scalar<v64<uint64_t>>	uncompr_f	38	134217728	5	105406	0	1073741824	0	0	103855	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	38	134217728	5	906544	362182	637796352	637796352	457328	59156	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	38	134217728	5	885827	341612	637534208	637534208	454825	61486	1
scalar<v64<uint64_t>>	uncompr_f	39	134217728	5	105665	0	1073741824	0	0	104083	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	39	134217728	5	917373	362904	654573568	654573568	466747	59243	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	39	134217728	5	886839	334225	654311424	654311424	465111	58901	1
scalar<v64<uint64_t>>	uncompr_f	40	134217728	5	114865	0	1073741824	0	0	113293	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	40	134217728	5	910066	362548	671350784	671350784	458800	59528	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	40	134217728	5	879405	336248	671088640	671088640	454534	59370	1
scalar<v64<uint64_t>>	uncompr_f	41	134217728	5	105695	0	1073741824	0	0	104075	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	41	134217728	5	919901	370187	688128000	688128000	457831	61983	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	41	134217728	5	910007	361313	687865856	687865856	456997	61731	1
scalar<v64<uint64_t>>	uncompr_f	42	134217728	5	105485	0	1073741824	0	0	103906	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	42	134217728	5	949045	382562	704905216	704905216	471027	64911	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	42	134217728	5	917455	353663	704643072	704643072	467717	65467	1
scalar<v64<uint64_t>>	uncompr_f	43	134217728	5	115086	0	1073741824	0	0	113509	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	43	134217728	5	939522	383348	721682432	721682432	460255	64667	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	43	134217728	5	928738	374134	721420288	721420288	458869	64476	1
scalar<v64<uint64_t>>	uncompr_f	44	134217728	5	105705	0	1073741824	0	0	104133	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	44	134217728	5	960387	399498	738459648	738459648	462873	66132	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	44	134217728	5	956184	382493	738197504	738197504	460506	64560	1
scalar<v64<uint64_t>>	uncompr_f	45	134217728	5	105428	0	1073741824	0	0	103823	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	45	134217728	5	967389	395653	755236864	755236864	471695	67515	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	45	134217728	5	942591	380989	754974720	754974720	461591	67394	1
scalar<v64<uint64_t>>	uncompr_f	46	134217728	5	105683	0	1073741824	0	0	104080	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	46	134217728	5	989101	404357	772014080	772014080	479071	72567	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	46	134217728	5	959059	389908	771751936	771751936	464522	71480	1
scalar<v64<uint64_t>>	uncompr_f	47	134217728	5	105614	0	1073741824	0	0	104015	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	47	134217728	5	977105	408635	788791296	788791296	464416	70362	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	47	134217728	5	966404	396629	788529152	788529152	465677	70244	1
scalar<v64<uint64_t>>	uncompr_f	48	134217728	5	105448	0	1073741824	0	0	103851	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	48	134217728	5	979442	412076	805568512	805568512	463649	69427	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	48	134217728	5	964527	397443	805306368	805306368	463392	69346	1
scalar<v64<uint64_t>>	uncompr_f	49	134217728	5	105617	0	1073741824	0	0	104007	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	49	134217728	5	1004088	421258	822345728	822345728	474866	73112	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	49	134217728	5	976903	403936	822083584	822083584	465120	72939	1
